epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1064.57,1.54384,1.04917,1.56087,0.89522,0.40571,0.39544,0.20181,1.69274,0.94051,1.72437,0.000676802,0.000676802,0.000676802
32,1102.78,1.543,1.01618,1.55372,0.89716,0.40824,0.40043,0.20178,1.67228,0.9255,1.71184,0.000643795,0.000643795,0.000643795
33,1144.04,1.53313,0.99676,1.53461,0.89602,0.41051,0.39621,0.2024,1.67742,0.92417,1.71062,0.000610789,0.000610789,0.000610789
34,1182.8,1.54716,1.00444,1.54725,0.89482,0.40571,0.39609,0.19731,1.67945,0.93354,1.70983,0.000577782,0.000577782,0.000577782
35,1219.85,1.52482,0.99705,1.51652,0.90278,0.3988,0.3984,0.20187,1.69572,0.91098,1.73745,0.000544776,0.000544776,0.000544776
36,1257.3,1.52342,0.99795,1.55189,0.90068,0.40224,0.39966,0.19957,1.69918,0.94485,1.73104,0.000511769,0.000511769,0.000511769
37,1301.1,1.49888,1.0254,1.5243,0.90548,0.4045,0.40257,0.20483,1.67818,0.9119,1.71451,0.000478762,0.000478762,0.000478762
38,1344.32,1.4925,0.97227,1.51765,0.89425,0.41087,0.4005,0.20079,1.69247,0.91776,1.72168,0.000445756,0.000445756,0.000445756
39,1392.47,1.48897,0.95442,1.49036,0.90014,0.40691,0.40226,0.20358,1.68119,0.90103,1.74004,0.000412749,0.000412749,0.000412749
40,1440,1.47092,0.94669,1.49657,0.90037,0.4039,0.40029,0.20249,1.69567,0.89971,1.75014,0.000379743,0.000379743,0.000379743
41,1474.72,1.49372,0.88955,1.5533,0.9067,0.4006,0.40364,0.20467,1.68755,0.88986,1.72343,0.000346736,0.000346736,0.000346736
42,1504.47,1.47361,0.85808,1.5385,0.90425,0.40315,0.40726,0.20912,1.67888,0.87423,1.72226,0.000313729,0.000313729,0.000313729
43,1535.19,1.45196,0.85852,1.51681,0.90586,0.39874,0.40469,0.20902,1.67898,0.87585,1.73357,0.000280723,0.000280723,0.000280723
44,1566.98,1.44468,0.841,1.5106,0.90198,0.4018,0.4036,0.207,1.66887,0.88166,1.72531,0.000247716,0.000247716,0.000247716
45,1597.4,1.42888,0.84386,1.50812,0.899,0.40931,0.41846,0.21429,1.66493,0.86403,1.73794,0.00021471,0.00021471,0.00021471
46,1629.41,1.40946,0.81832,1.48981,0.89646,0.41201,0.40816,0.20904,1.68545,0.862,1.75231,0.000181703,0.000181703,0.000181703
47,1660.62,1.40707,0.79923,1.49752,0.90063,0.40601,0.40411,0.20936,1.67444,0.86775,1.74703,0.000148696,0.000148696,0.000148696
48,1691.24,1.39655,0.80271,1.4858,0.90633,0.40645,0.40481,0.20825,1.6804,0.86853,1.74743,0.00011569,0.00011569,0.00011569
49,1724.57,1.38754,0.81122,1.48882,0.90448,0.40309,0.40545,0.2071,1.68674,0.86283,1.75316,8.26832e-05,8.26832e-05,8.26832e-05
50,1754.9,1.39238,0.81464,1.48902,0.90133,0.40549,0.40514,0.20824,1.67999,0.86501,1.74673,4.96766e-05,4.96766e-05,4.96766e-05
