epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,580.487,1.8865,1.01628,0.92585,0.86018,0.82916,0.86445,0.37951,1.88154,0.99994,0.94941,0.0006536,0.0006536,0.0006536
36,596.966,1.80169,0.96971,0.91836,0.89724,0.83478,0.88084,0.3812,1.95187,0.98795,0.96455,0.000614,0.000614,0.000614
37,613.125,1.80495,0.97147,0.92267,0.90932,0.82837,0.86034,0.4,1.89453,0.98168,0.95319,0.0005744,0.0005744,0.0005744
38,629.281,1.85143,0.98156,0.91081,0.88769,0.82474,0.86257,0.37778,1.93119,1.00532,0.95487,0.0005348,0.0005348,0.0005348
39,646.703,1.80024,0.963,0.91558,0.85299,0.8913,0.88548,0.38293,1.91573,0.95492,0.95547,0.0004952,0.0004952,0.0004952
40,662.622,1.78179,0.92501,0.92172,0.88547,0.86087,0.87434,0.38119,1.9459,0.95446,0.95781,0.0004556,0.0004556,0.0004556
41,679.802,1.82413,0.9733,0.95376,0.89645,0.85217,0.89538,0.38702,1.97216,0.9611,0.96052,0.000416,0.000416,0.000416
42,695.83,1.74358,0.94211,0.93107,0.90106,0.85217,0.89764,0.40978,1.92566,1.01071,0.95707,0.0003764,0.0003764,0.0003764
43,711.882,1.74391,0.93977,0.93076,0.89229,0.82842,0.88079,0.3888,1.95239,0.97556,0.95805,0.0003368,0.0003368,0.0003368
44,727.557,1.74974,0.92569,0.93813,0.88564,0.8087,0.85898,0.37998,1.94897,0.98644,0.96307,0.0002972,0.0002972,0.0002972
45,743.426,1.69383,0.88871,0.94026,0.90737,0.82174,0.88088,0.37647,1.93657,0.96863,0.96079,0.0002576,0.0002576,0.0002576
46,759.268,1.71356,0.90847,0.9325,0.89996,0.83043,0.88309,0.39306,1.91574,0.96207,0.94904,0.000218,0.000218,0.000218
47,775.129,1.68767,0.90165,0.92853,0.89974,0.85842,0.89497,0.39408,1.92934,0.93607,0.95378,0.0001784,0.0001784,0.0001784
48,790.98,1.68173,0.8462,0.93006,0.91429,0.84783,0.89132,0.38861,1.94122,0.92971,0.95717,0.0001388,0.0001388,0.0001388
49,806.676,1.64216,0.83936,0.92546,0.89801,0.83913,0.88041,0.3894,1.93644,0.94654,0.95327,9.92e-05,9.92e-05,9.92e-05
50,822.743,1.6693,0.87455,0.92582,0.92006,0.83913,0.89912,0.39278,1.94318,0.93593,0.95241,5.96e-05,5.96e-05,5.96e-05
