epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,386.679,1.93603,1.16059,0.94644,0.86281,0.81678,0.89251,0.39812,1.82837,0.93515,0.95919,0.0014456,0.0014456,0.0014456
16,411.94,1.95162,1.12286,0.95288,0.86519,0.83377,0.87953,0.38315,1.85081,0.9707,0.95668,0.001406,0.001406,0.001406
17,437.708,1.9118,1.10017,0.94133,0.87932,0.83636,0.8923,0.38722,1.84546,0.96947,0.95874,0.0013664,0.0013664,0.0013664
18,463.395,1.89894,1.05602,0.93034,0.82386,0.83896,0.84172,0.37674,1.79551,0.95551,0.94988,0.0013268,0.0013268,0.0013268
19,489.173,1.85396,1.09268,0.92076,0.83085,0.82338,0.8596,0.39014,1.82556,0.98524,0.9522,0.0012872,0.0012872,0.0012872
20,514.521,1.88533,1.06182,0.91606,0.86247,0.83636,0.87113,0.39606,1.82435,0.95118,0.95431,0.0012476,0.0012476,0.0012476
21,540.038,1.87295,1.0433,0.92488,0.86661,0.8606,0.87825,0.39402,1.81557,0.93354,0.951,0.001208,0.001208,0.001208
22,565.371,1.86396,1.0072,0.91163,0.8573,0.82706,0.8906,0.4192,1.78193,0.91145,0.94759,0.0011684,0.0011684,0.0011684
23,590.769,1.83713,0.9885,0.91675,0.8857,0.80511,0.88245,0.39409,1.83706,0.9546,0.95079,0.0011288,0.0011288,0.0011288
24,616.185,1.81144,0.97056,0.91006,0.85544,0.85974,0.88638,0.41104,1.78415,0.9151,0.93828,0.0010892,0.0010892,0.0010892
25,641.62,1.80978,0.98286,0.90991,0.88145,0.86908,0.90096,0.41129,1.74992,0.91229,0.93947,0.0010496,0.0010496,0.0010496
26,667.172,1.81149,0.9534,0.92686,0.83475,0.85286,0.87746,0.4105,1.82553,0.92022,0.94806,0.00101,0.00101,0.00101
27,692.741,1.79895,0.94857,0.91308,0.86942,0.83011,0.89744,0.42435,1.75339,0.90811,0.93253,0.0009704,0.0009704,0.0009704
28,718.489,1.78207,0.93032,0.91521,0.87411,0.83117,0.89272,0.41527,1.76216,0.91859,0.93764,0.0009308,0.0009308,0.0009308
29,743.733,1.75684,0.92351,0.90705,0.88789,0.85195,0.90268,0.41611,1.78649,0.91125,0.93609,0.0008912,0.0008912,0.0008912
30,768.967,1.76117,0.93109,0.90352,0.8885,0.86234,0.90884,0.41459,1.76395,0.90341,0.93188,0.0008516,0.0008516,0.0008516
31,794.523,1.75193,0.90281,0.90099,0.87404,0.87013,0.8929,0.40357,1.76818,0.91385,0.92937,0.000812,0.000812,0.000812
32,820.381,1.75216,0.8865,0.90546,0.85638,0.85714,0.8918,0.40948,1.75635,0.89168,0.93021,0.0007724,0.0007724,0.0007724
33,846.459,1.77242,0.89904,0.91152,0.85208,0.86494,0.8873,0.41155,1.7758,0.87176,0.93697,0.0007328,0.0007328,0.0007328
34,871.7,1.7582,0.88076,0.90791,0.86719,0.84935,0.88865,0.41353,1.79783,0.87095,0.94047,0.0006932,0.0006932,0.0006932
35,897.23,1.73735,0.8608,0.90064,0.89304,0.84156,0.90775,0.42962,1.73358,0.86006,0.93192,0.0006536,0.0006536,0.0006536
36,922.558,1.6871,0.84472,0.89189,0.83519,0.88312,0.90016,0.42777,1.73794,0.86133,0.92947,0.000614,0.000614,0.000614
37,947.908,1.70696,0.84416,0.88782,0.82254,0.88831,0.89893,0.41055,1.75934,0.88223,0.92964,0.0005744,0.0005744,0.0005744
38,973.264,1.69926,0.82652,0.89548,0.89245,0.84062,0.89771,0.41281,1.78419,0.88474,0.93769,0.0005348,0.0005348,0.0005348
39,998.589,1.66351,0.82572,0.88835,0.84517,0.86494,0.89338,0.42832,1.73731,0.87157,0.92886,0.0004952,0.0004952,0.0004952
40,1023.98,1.67793,0.8148,0.89206,0.8717,0.85455,0.90926,0.43106,1.73314,0.85206,0.92648,0.0004556,0.0004556,0.0004556
41,1050.23,1.6527,0.82219,0.91934,0.87956,0.83636,0.9036,0.43205,1.74304,0.8694,0.92908,0.000416,0.000416,0.000416
42,1075.74,1.63973,0.79916,0.9114,0.86063,0.85007,0.8966,0.42755,1.76775,0.86382,0.93098,0.0003764,0.0003764,0.0003764
43,1101.22,1.60886,0.79429,0.90351,0.8846,0.84675,0.91414,0.43587,1.78252,0.8489,0.92811,0.0003368,0.0003368,0.0003368
44,1126.65,1.62447,0.79888,0.89878,0.86084,0.86761,0.90189,0.43322,1.72404,0.85404,0.92819,0.0002972,0.0002972,0.0002972
45,1152.07,1.61407,0.78186,0.91114,0.86391,0.85739,0.91448,0.42313,1.78183,0.8575,0.9316,0.0002576,0.0002576,0.0002576
46,1177.55,1.58307,0.77587,0.9088,0.84849,0.8582,0.9068,0.43553,1.73413,0.84888,0.92907,0.000218,0.000218,0.000218
47,1203.53,1.58232,0.76562,0.89868,0.8507,0.8584,0.90466,0.41906,1.77059,0.85428,0.93,0.0001784,0.0001784,0.0001784
48,1228.87,1.56687,0.75456,0.90054,0.88302,0.84307,0.90532,0.42995,1.73206,0.85413,0.92687,0.0001388,0.0001388,0.0001388
49,1254.3,1.53805,0.74487,0.89724,0.88131,0.82932,0.90209,0.43395,1.71109,0.87217,0.9234,9.92e-05,9.92e-05,9.92e-05
50,1279.75,1.52109,0.7401,0.87852,0.90527,0.81558,0.90379,0.44432,1.7056,0.83626,0.92141,5.96e-05,5.96e-05,5.96e-05
