epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,525.494,0.97904,0.5158,0.97613,0.93744,0.97391,0.97286,0.68308,1.12435,0.5356,1.06452,0.0006932,0.0006932,0.0006932
35,540.767,0.99701,0.51753,0.97734,0.93153,0.96957,0.97102,0.68542,1.11552,0.54458,1.07063,0.0006536,0.0006536,0.0006536
36,555.914,0.96188,0.50798,0.96884,0.92959,0.96087,0.96552,0.67947,1.13019,0.54623,1.07379,0.000614,0.000614,0.000614
37,571.162,0.95265,0.5078,0.95749,0.9408,0.96736,0.97244,0.68537,1.12729,0.53679,1.07565,0.0005744,0.0005744,0.0005744
38,586.381,0.97192,0.50397,0.96873,0.95262,0.96153,0.976,0.69279,1.10963,0.5414,1.07965,0.0005348,0.0005348,0.0005348
39,601.674,0.96446,0.49547,0.96396,0.93933,0.94239,0.97714,0.71245,1.08505,0.54543,1.06646,0.0004952,0.0004952,0.0004952
40,617.018,0.9484,0.492,0.96561,0.94459,0.96957,0.9776,0.7066,1.08148,0.52816,1.07326,0.0004556,0.0004556,0.0004556
41,633.248,0.94673,0.49921,0.96173,0.92983,0.97391,0.9765,0.68766,1.1319,0.55289,1.0807,0.000416,0.000416,0.000416
42,648.563,0.91717,0.47693,0.9524,0.92012,0.95155,0.96881,0.69222,1.08894,0.54178,1.05054,0.0003764,0.0003764,0.0003764
43,663.713,0.90109,0.4711,0.95064,0.92869,0.96264,0.97201,0.69371,1.109,0.53768,1.07325,0.0003368,0.0003368,0.0003368
44,678.893,0.89129,0.45645,0.94235,0.94626,0.95217,0.97518,0.69358,1.11279,0.53323,1.07877,0.0002972,0.0002972,0.0002972
45,694.14,0.88582,0.45298,0.94869,0.93365,0.95652,0.96579,0.69312,1.08686,0.53762,1.06997,0.0002576,0.0002576,0.0002576
46,709.349,0.88061,0.44678,0.94059,0.92472,0.97391,0.97577,0.69629,1.12075,0.53093,1.07658,0.000218,0.000218,0.000218
47,724.576,0.88727,0.45145,0.94271,0.93972,0.95217,0.97465,0.7068,1.06343,0.51819,1.05532,0.0001784,0.0001784,0.0001784
48,739.776,0.84497,0.42979,0.92574,0.92686,0.96957,0.97653,0.70541,1.06565,0.51632,1.05941,0.0001388,0.0001388,0.0001388
49,755.194,0.84039,0.42694,0.93054,0.9326,0.96255,0.97492,0.70333,1.08217,0.51544,1.06195,9.92e-05,9.92e-05,9.92e-05
50,770.766,0.84855,0.42741,0.93101,0.93877,0.96087,0.97643,0.70825,1.0693,0.51537,1.05538,5.96e-05,5.96e-05,5.96e-05
