epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.78803,2.24931,4.69925,1.37529,0.00541,0.25281,0.00417,0.00161,1.99067,3.98082,1.18376,0.00013336,0.00013336,0.00013336
2,3.71908,2.05452,3.12033,1.12836,0.006,0.4382,0.01138,0.00439,1.81002,3.54652,1.07883,0.000277779,0.000277779,0.000277779
3,4.59109,1.98775,2.06648,1.14009,0.00762,0.45506,0.02824,0.00885,1.66973,3.47024,1.05366,0.000416257,0.000416257,0.000416257
4,5.50339,1.81067,1.69654,1.13789,0.00854,0.45506,0.0134,0.0052,1.65666,3.39821,1.06386,0.000548793,0.000548793,0.000548793
5,6.37483,1.73401,1.58285,1.11175,0.00597,0.44382,0.25862,0.11795,1.6014,3.13801,1.0616,0.000675388,0.000675388,0.000675388
6,7.22804,1.70039,1.45293,1.06744,0.00654,0.46629,0.3991,0.19617,1.65394,2.8333,1.08184,0.000796043,0.000796043,0.000796043
7,8.05727,1.69612,1.39012,1.07386,0.00761,0.47191,0.41957,0.17559,1.65994,2.61209,1.06677,0.000910755,0.000910755,0.000910755
8,8.8921,1.63419,1.36522,1.06053,0.8781,0.41824,0.41278,0.18553,1.63192,2.46156,1.08475,0.00101953,0.00101953,0.00101953
9,9.71737,1.60618,1.29561,1.04695,0.9821,0.3026,0.43518,0.19469,1.74644,2.28311,1.1083,0.00112236,0.00112236,0.00112236
10,10.5321,1.5783,1.22495,1.03371,0.98111,0.21348,0.44087,0.22171,1.62941,1.93667,1.07717,0.00121925,0.00121925,0.00121925
11,11.371,1.65044,1.23666,1.04446,0.96419,0.29127,0.4375,0.21482,1.60847,1.81465,1.07874,0.0013102,0.0013102,0.0013102
12,12.2118,1.63182,1.19835,1.0623,0.94333,0.39326,0.44357,0.21505,1.60809,1.64601,1.06134,0.00130393,0.00130393,0.00130393
13,13.0404,1.61355,1.1564,1.04033,0.94297,0.41573,0.44392,0.22438,1.65147,1.28706,1.08246,0.00127092,0.00127092,0.00127092
14,13.8624,1.49876,1.08111,1.0111,0.94442,0.4382,0.45805,0.22964,1.56635,1.21032,1.04719,0.00123791,0.00123791,0.00123791
15,14.6989,1.5755,1.07561,1.01672,0.94437,0.4488,0.47168,0.22545,1.5916,1.07878,1.05862,0.00120491,0.00120491,0.00120491
16,15.5432,1.53466,1.09915,1.04536,0.96647,0.4382,0.47083,0.23543,1.6548,1.02133,1.08596,0.0011719,0.0011719,0.0011719
17,16.3566,1.6117,1.12758,1.02698,0.95741,0.41573,0.45914,0.22991,1.58393,0.97935,1.052,0.00113889,0.00113889,0.00113889
18,17.1793,1.57797,1.06311,1.02215,0.95515,0.45506,0.48087,0.23251,1.69323,0.98646,1.07094,0.00110589,0.00110589,0.00110589
19,18.0611,1.54178,1.04252,1.02403,0.99403,0.46505,0.48816,0.26748,1.59312,0.83042,1.06276,0.00107288,0.00107288,0.00107288
20,18.9339,1.50642,0.99835,1.02169,0.97239,0.48315,0.49021,0.24151,1.61633,0.833,1.05986,0.00103987,0.00103987,0.00103987
21,19.7849,1.44301,0.95794,0.98779,0.97216,0.47642,0.48586,0.25941,1.57884,0.79852,1.05502,0.00100687,0.00100687,0.00100687
22,20.613,1.46484,0.9868,0.99391,0.95415,0.44523,0.48004,0.26699,1.52287,0.82029,1.04197,0.000973861,0.000973861,0.000973861
23,21.4318,1.45001,0.94578,0.98578,0.93998,0.45302,0.47354,0.26021,1.50864,0.78882,1.03902,0.000940855,0.000940855,0.000940855
24,22.2582,1.50964,0.96201,1.00907,0.96134,0.46067,0.47131,0.25147,1.57595,0.77475,1.07468,0.000907848,0.000907848,0.000907848
25,23.0873,1.44931,0.94949,1.00169,0.97598,0.44525,0.47312,0.25618,1.4425,0.73032,1.01513,0.000874842,0.000874842,0.000874842
26,23.9178,1.4831,0.94373,1.00721,0.96373,0.45506,0.47272,0.26446,1.42859,0.7072,1.02218,0.000841835,0.000841835,0.000841835
27,24.7488,1.39156,0.90302,0.99923,0.97174,0.45506,0.47775,0.25907,1.46677,0.72081,1.02152,0.000808828,0.000808828,0.000808828
28,25.5787,1.33979,0.86234,0.97933,0.96216,0.46067,0.48201,0.26712,1.49412,0.69127,1.02661,0.000775822,0.000775822,0.000775822
29,26.3971,1.37786,0.85643,0.97483,0.97629,0.46067,0.4789,0.2642,1.51732,0.67686,1.03465,0.000742815,0.000742815,0.000742815
30,27.2086,1.35955,0.82589,0.96103,0.97362,0.45506,0.48108,0.26393,1.49471,0.68874,1.0327,0.000709809,0.000709809,0.000709809
31,28.0315,1.36135,0.84342,0.95959,0.97478,0.46067,0.48228,0.27781,1.48247,0.68118,1.0331,0.000676802,0.000676802,0.000676802
32,28.8748,1.33066,0.81237,0.94688,0.97264,0.46067,0.48156,0.26449,1.5014,0.66656,1.03971,0.000643795,0.000643795,0.000643795
33,29.6945,1.3928,0.8402,0.96234,0.97096,0.4556,0.47701,0.26878,1.47847,0.67357,1.03778,0.000610789,0.000610789,0.000610789
34,30.5779,1.32267,0.82537,0.95136,0.96078,0.46199,0.47478,0.26477,1.47825,0.66881,1.03281,0.000577782,0.000577782,0.000577782
35,31.4151,1.30055,0.78415,0.95419,0.96724,0.46067,0.47209,0.26298,1.48154,0.667,1.02797,0.000544776,0.000544776,0.000544776
36,32.2842,1.33,0.79969,0.95117,0.98197,0.45049,0.48083,0.26662,1.4847,0.63725,1.03432,0.000511769,0.000511769,0.000511769
37,33.1254,1.34213,0.78551,0.95525,0.98641,0.44944,0.48104,0.26018,1.52701,0.63713,1.04267,0.000478762,0.000478762,0.000478762
