epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,111.803,1.34045,1.71513,1.15267,0.87304,0.62691,0.71365,0.30251,1.7647,0.88751,1.43307,0.000973861,0.000973861,0.000973861
23,116.674,1.34552,1.69472,1.15516,0.91677,0.64419,0.72956,0.32428,1.63141,0.78572,1.37141,0.000940855,0.000940855,0.000940855
24,121.542,1.33932,1.71588,1.15098,0.7321,0.64198,0.64791,0.32021,1.62546,0.75462,1.35828,0.000907848,0.000907848,0.000907848
25,126.427,1.35918,1.66326,1.1794,0.81709,0.62444,0.66088,0.31117,1.63627,0.77976,1.39784,0.000874842,0.000874842,0.000874842
26,131.345,1.32181,1.61614,1.1528,0.82773,0.6161,0.68327,0.32605,1.55296,0.75741,1.36005,0.000841835,0.000841835,0.000841835
27,136.244,1.35345,1.54417,1.17611,0.84314,0.73729,0.8006,0.34144,1.58141,0.79299,1.35952,0.000808828,0.000808828,0.000808828
28,141.15,1.29962,1.5903,1.14833,0.8909,0.74407,0.84619,0.34572,1.60001,0.73162,1.36318,0.000775822,0.000775822,0.000775822
29,146.041,1.26534,1.39987,1.09806,0.83694,0.73339,0.75935,0.33073,1.58296,0.71653,1.3565,0.000742815,0.000742815,0.000742815
30,150.914,1.26392,1.45474,1.12169,0.93683,0.77103,0.85167,0.35154,1.63814,0.75237,1.36658,0.000709809,0.000709809,0.000709809
31,155.843,1.30619,1.34247,1.12049,0.85403,0.79401,0.84296,0.3546,1.60779,0.72357,1.35007,0.000676802,0.000676802,0.000676802
32,160.719,1.21196,1.28972,1.07879,0.91262,0.73776,0.82362,0.36586,1.57244,0.70331,1.32955,0.000643795,0.000643795,0.000643795
33,165.569,1.20931,1.31162,1.08848,0.89619,0.73845,0.81298,0.36909,1.61834,0.72116,1.34136,0.000610789,0.000610789,0.000610789
34,170.45,1.16807,1.32239,1.06072,0.83944,0.75372,0.83632,0.3619,1.60894,0.69565,1.3584,0.000577782,0.000577782,0.000577782
35,175.308,1.19476,1.44478,1.07503,0.85356,0.76664,0.84567,0.35413,1.59184,0.68834,1.37056,0.000544776,0.000544776,0.000544776
36,180.163,1.19816,1.28127,1.10325,0.74644,0.74969,0.83907,0.3507,1.58897,0.68893,1.34648,0.000511769,0.000511769,0.000511769
37,184.988,1.14964,1.29182,1.09457,0.75851,0.76092,0.85014,0.36345,1.59792,0.66653,1.34047,0.000478762,0.000478762,0.000478762
38,189.844,1.13038,1.13558,1.03913,0.64526,0.72731,0.74119,0.34202,1.5982,0.66524,1.35535,0.000445756,0.000445756,0.000445756
39,194.699,1.17211,1.30785,1.08095,0.64478,0.76092,0.76127,0.32528,1.62222,0.67906,1.35694,0.000412749,0.000412749,0.000412749
40,199.559,1.11452,1.12876,1.06295,0.85666,0.79235,0.84665,0.36012,1.60864,0.67983,1.37632,0.000379743,0.000379743,0.000379743
41,205.255,1.17318,1.506,1.08506,0.73109,0.73641,0.80282,0.35759,1.59488,0.70865,1.40893,0.000346736,0.000346736,0.000346736
42,210.095,1.11437,1.44855,1.07773,0.70116,0.68334,0.78421,0.36009,1.5792,0.71165,1.38304,0.000313729,0.000313729,0.000313729
43,214.897,1.13144,1.41181,1.10259,0.76992,0.71776,0.78654,0.37023,1.60355,0.70497,1.38306,0.000280723,0.000280723,0.000280723
44,219.732,1.12115,1.41448,1.07033,0.78821,0.77502,0.79322,0.37798,1.58799,0.67376,1.3644,0.000247716,0.000247716,0.000247716
45,224.571,1.12884,1.38218,1.08632,0.83218,0.79601,0.85149,0.3853,1.59029,0.65729,1.35773,0.00021471,0.00021471,0.00021471
46,229.484,1.07135,1.32351,1.06562,0.79368,0.74316,0.77675,0.37491,1.5948,0.66524,1.35508,0.000181703,0.000181703,0.000181703
47,234.307,1.0701,1.33015,1.06173,0.85197,0.74425,0.75802,0.37227,1.58318,0.67505,1.35892,0.000148696,0.000148696,0.000148696
48,239.142,1.05612,1.31336,1.06012,0.79354,0.56055,0.68276,0.35316,1.57913,0.68609,1.35576,0.00011569,0.00011569,0.00011569
49,243.945,1.01863,1.30232,1.02101,0.78535,0.73613,0.78279,0.38274,1.58984,0.67278,1.35645,8.26832e-05,8.26832e-05,8.26832e-05
50,248.746,1.03698,1.30818,1.04816,0.53367,0.70435,0.59755,0.31786,1.59277,0.70341,1.35382,4.96766e-05,4.96766e-05,4.96766e-05
