epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,648.643,0.97803,0.5107,0.9812,0.95645,0.9406,0.98413,0.70946,1.04708,0.50437,1.02688,0.0010496,0.0010496,0.0010496
26,674.352,0.97808,0.50232,0.98479,0.94469,0.95096,0.97697,0.70791,1.02944,0.51724,1.01433,0.00101,0.00101,0.00101
27,700.036,0.95775,0.49134,0.97581,0.93065,0.97708,0.98278,0.72689,1.00707,0.49289,1.00397,0.0009704,0.0009704,0.0009704
28,725.812,0.96261,0.50641,0.97264,0.94865,0.94946,0.9804,0.70027,1.04164,0.52961,1.02459,0.0009308,0.0009308,0.0009308
29,751.755,0.96029,0.49848,0.97089,0.94179,0.93549,0.98036,0.71666,1.03748,0.51044,1.01195,0.0008912,0.0008912,0.0008912
30,777.787,0.9441,0.48277,0.96462,0.91071,0.97216,0.98205,0.71195,1.01892,0.50409,1.00373,0.0008516,0.0008516,0.0008516
31,803.448,0.93036,0.47773,0.95938,0.93762,0.94647,0.98015,0.71706,1.01375,0.5006,1.00615,0.000812,0.000812,0.000812
32,829.494,0.93122,0.47268,0.9654,0.93215,0.94433,0.97798,0.71112,1.04985,0.51517,1.01981,0.0007724,0.0007724,0.0007724
33,855.088,0.93346,0.46625,0.96324,0.92505,0.95141,0.98014,0.7194,1.00752,0.50078,1.0021,0.0007328,0.0007328,0.0007328
34,880.672,0.90236,0.46152,0.95113,0.9405,0.95289,0.97794,0.70654,1.03556,0.49951,1.01303,0.0006932,0.0006932,0.0006932
35,906.337,0.90562,0.46111,0.95052,0.91179,0.96574,0.9749,0.71524,1.00646,0.48941,1.00098,0.0006536,0.0006536,0.0006536
36,931.944,0.90063,0.44753,0.94863,0.95012,0.94433,0.98175,0.71348,1.03811,0.49826,1.02121,0.000614,0.000614,0.000614
37,957.685,0.90509,0.44546,0.94617,0.95312,0.94861,0.98299,0.72098,1.03922,0.47952,1.01266,0.0005744,0.0005744,0.0005744
38,983.461,0.89817,0.44596,0.94847,0.94733,0.95075,0.98199,0.73377,0.98788,0.47372,0.98881,0.0005348,0.0005348,0.0005348
39,1009.36,0.8868,0.43671,0.94419,0.93712,0.95289,0.97867,0.73036,0.99222,0.47353,0.99082,0.0004952,0.0004952,0.0004952
40,1035.01,0.86506,0.42762,0.94107,0.94509,0.95931,0.9828,0.72741,0.9993,0.47384,0.99099,0.0004556,0.0004556,0.0004556
41,1061.37,0.86399,0.42193,0.93912,0.93482,0.95206,0.97885,0.72414,1.01328,0.48207,1.00148,0.000416,0.000416,0.000416
42,1086.83,0.84874,0.40507,0.93233,0.91717,0.97215,0.9823,0.72983,0.99666,0.46921,0.99969,0.0003764,0.0003764,0.0003764
43,1112.53,0.84217,0.39933,0.93553,0.93423,0.94218,0.97912,0.74035,0.97671,0.47199,0.98159,0.0003368,0.0003368,0.0003368
44,1138.47,0.81748,0.39104,0.9261,0.94599,0.95717,0.98235,0.73535,0.98297,0.45895,0.98943,0.0002972,0.0002972,0.0002972
45,1163.89,0.81252,0.39368,0.92693,0.94746,0.95931,0.98482,0.73322,0.99474,0.45611,0.99477,0.0002576,0.0002576,0.0002576
46,1189.77,0.80135,0.38531,0.91543,0.93745,0.96146,0.98466,0.73812,0.97281,0.45422,0.97902,0.000218,0.000218,0.000218
47,1215.31,0.80397,0.37953,0.91437,0.93912,0.9743,0.98667,0.73844,0.97597,0.45375,0.98543,0.0001784,0.0001784,0.0001784
48,1241.01,0.78527,0.37331,0.90931,0.93799,0.96574,0.98558,0.74414,0.96501,0.45579,0.97932,0.0001388,0.0001388,0.0001388
49,1266.6,0.78503,0.37048,0.91036,0.93517,0.9636,0.98424,0.74436,0.96645,0.45167,0.97724,9.92e-05,9.92e-05,9.92e-05
50,1292.17,0.77899,0.36777,0.90971,0.93759,0.96513,0.98452,0.73935,0.97607,0.45454,0.98232,5.96e-05,5.96e-05,5.96e-05
