epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,783.948,2.52891,3.83539,0.92952,0.87975,0.86911,0.89729,0.3711,2.60824,4.09934,0.99435,0.0008912,0.0008912,0.0008912
30,810.8,2.55154,3.77783,0.92769,0.81228,0.8377,0.86093,0.39156,2.49753,3.90808,0.97234,0.0008516,0.0008516,0.0008516
31,837.772,2.50917,3.7716,0.92326,0.86597,0.84566,0.89021,0.42009,2.45434,3.88394,0.96721,0.000812,0.000812,0.000812
32,864.809,2.48442,3.66415,0.92373,0.87135,0.85864,0.90169,0.4166,2.45723,3.71775,0.96397,0.0007724,0.0007724,0.0007724
33,891.765,2.46438,3.6105,0.9143,0.89852,0.83439,0.89404,0.40569,2.46091,3.80304,0.96604,0.0007328,0.0007328,0.0007328
34,918.354,2.44649,3.54617,0.9161,0.85453,0.86117,0.8954,0.38516,2.5435,3.80391,0.97484,0.0006932,0.0006932,0.0006932
35,945.237,2.42484,3.46399,0.90566,0.88253,0.86538,0.90475,0.41895,2.51489,3.70774,0.97174,0.0006536,0.0006536,0.0006536
36,972.512,2.45593,3.59022,0.91369,0.88901,0.81152,0.89468,0.40511,2.54709,3.84559,0.97466,0.000614,0.000614,0.000614
37,999.439,2.42294,3.46053,0.91785,0.86406,0.89852,0.91733,0.4171,2.41053,3.77254,0.9572,0.0005744,0.0005744,0.0005744
38,1026.31,2.41908,3.5289,0.91228,0.89493,0.80269,0.87314,0.39172,2.54969,3.80493,0.96854,0.0005348,0.0005348,0.0005348
39,1053.41,2.38144,3.4336,0.91275,0.91789,0.81945,0.90532,0.42088,2.41908,3.71533,0.95823,0.0004952,0.0004952,0.0004952
40,1080.07,2.34979,3.34241,0.91519,0.87253,0.8534,0.90978,0.42399,2.41971,3.64123,0.95761,0.0004556,0.0004556,0.0004556
41,1107.77,2.34198,3.40046,0.93182,0.8252,0.84038,0.87825,0.40717,2.44098,3.71247,0.96113,0.000416,0.000416,0.000416
42,1134.7,2.37529,3.32521,0.93885,0.85289,0.8534,0.90018,0.43933,2.39898,3.73221,0.95637,0.0003764,0.0003764,0.0003764
43,1161.4,2.26151,3.27305,0.91153,0.88263,0.83246,0.8914,0.42388,2.45106,3.64303,0.95456,0.0003368,0.0003368,0.0003368
44,1188.19,2.28165,3.26446,0.91915,0.85204,0.87435,0.90151,0.42198,2.41476,3.60726,0.9582,0.0002972,0.0002972,0.0002972
45,1215,2.28456,3.23619,0.9271,0.89184,0.82723,0.90422,0.42745,2.39238,3.72114,0.95293,0.0002576,0.0002576,0.0002576
46,1241.78,2.24957,3.17259,0.92015,0.88505,0.80628,0.8956,0.431,2.42792,3.64807,0.95355,0.000218,0.000218,0.000218
47,1268.49,2.27664,3.16005,0.93284,0.90814,0.82723,0.90047,0.42908,2.41874,3.64375,0.95577,0.0001784,0.0001784,0.0001784
48,1295.18,2.26542,3.16386,0.9216,0.88959,0.84293,0.91368,0.44503,2.40908,3.55796,0.95181,0.0001388,0.0001388,0.0001388
49,1321.96,2.2201,3.05394,0.91895,0.86832,0.86314,0.91792,0.43302,2.42878,3.60324,0.95111,9.92e-05,9.92e-05,9.92e-05
50,1348.94,2.2298,3.07857,0.91655,0.86944,0.8534,0.90938,0.43745,2.39724,3.59409,0.95021,5.96e-05,5.96e-05,5.96e-05
