epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,65.9204,1.93358,1.17888,2.27795,0.8821,0.82474,0.90987,0.3729,2.02116,1.02816,2.73018,0.0015644,0.0015644,0.0015644
13,71.2014,1.98037,1.16619,2.30599,0.75012,0.81959,0.84712,0.31318,2.07425,1.08317,2.77108,0.0015248,0.0015248,0.0015248
14,76.4599,1.94761,1.17091,2.29159,0.90772,0.84021,0.92411,0.40164,1.94362,0.94511,2.63108,0.0014852,0.0014852,0.0014852
15,81.7588,1.92545,1.14871,2.25673,0.89442,0.87338,0.92366,0.4166,2.01976,0.98308,2.69102,0.0014456,0.0014456,0.0014456
16,87.0887,1.92386,1.12691,2.27158,0.88684,0.75258,0.89774,0.36952,1.98958,1.05557,2.68841,0.001406,0.001406,0.001406
17,92.3549,1.89352,1.11824,2.29123,0.94168,0.80928,0.91229,0.38865,1.97086,0.90283,2.67876,0.0013664,0.0013664,0.0013664
18,97.6307,1.93574,1.11736,2.30832,0.87576,0.81443,0.89805,0.35349,2.18881,1.0042,2.85924,0.0013268,0.0013268,0.0013268
19,102.849,1.90698,1.09869,2.26309,0.88514,0.83416,0.92163,0.41373,1.90768,0.96857,2.63839,0.0012872,0.0012872,0.0012872
20,108.064,1.89476,1.08456,2.27618,0.88828,0.86067,0.91132,0.40399,1.94868,0.86181,2.68552,0.0012476,0.0012476,0.0012476
21,113.295,1.86885,1.05647,2.25232,0.78825,0.63322,0.75181,0.26922,2.30661,1.56609,2.96982,0.001208,0.001208,0.001208
22,118.561,1.86739,1.08121,2.25299,0.9005,0.8299,0.90228,0.38629,1.96646,0.88617,2.66438,0.0011684,0.0011684,0.0011684
23,123.872,1.88481,1.06582,2.24909,0.91651,0.81959,0.90545,0.40813,1.91858,0.82157,2.62683,0.0011288,0.0011288,0.0011288
24,129.111,1.8494,1.05124,2.23882,0.91212,0.86598,0.94317,0.3993,1.99068,0.81526,2.68013,0.0010892,0.0010892,0.0010892
25,134.309,1.87094,1.02268,2.23185,0.8994,0.8756,0.92896,0.41882,1.93981,0.84032,2.63871,0.0010496,0.0010496,0.0010496
26,139.586,1.84981,1.03511,2.22516,0.88789,0.8866,0.92513,0.38794,1.98672,0.86022,2.69735,0.00101,0.00101,0.00101
27,144.863,1.81509,0.99191,2.20382,0.88489,0.83217,0.91978,0.43074,1.90902,0.86931,2.63,0.0009704,0.0009704,0.0009704
28,150.172,1.81578,0.99305,2.2159,0.92857,0.86598,0.94034,0.39477,1.96909,0.89454,2.65377,0.0009308,0.0009308,0.0009308
29,155.54,1.81433,1.02221,2.21185,0.87717,0.83505,0.90657,0.37453,2.06275,0.92099,2.72781,0.0008912,0.0008912,0.0008912
30,160.855,1.82555,0.99192,2.22554,0.91325,0.8682,0.92956,0.42231,1.92656,0.82141,2.62034,0.0008516,0.0008516,0.0008516
31,166.114,1.80584,0.98521,2.20013,0.90897,0.87497,0.92751,0.4178,1.88058,0.77813,2.61869,0.000812,0.000812,0.000812
32,171.434,1.80925,0.96698,2.19591,0.89325,0.86269,0.91611,0.39687,2.01026,0.8296,2.70357,0.0007724,0.0007724,0.0007724
33,176.727,1.76324,0.94168,2.14345,0.92084,0.87113,0.92928,0.44099,1.88122,0.74937,2.60755,0.0007328,0.0007328,0.0007328
34,182.105,1.75888,0.92928,2.16221,0.89267,0.91237,0.93357,0.42399,1.95249,0.74351,2.65297,0.0006932,0.0006932,0.0006932
35,187.454,1.77515,0.93472,2.15631,0.94554,0.80542,0.92239,0.39661,2.0289,0.86695,2.72141,0.0006536,0.0006536,0.0006536
36,192.781,1.74735,0.93372,2.15415,0.92669,0.91224,0.94219,0.42356,1.95849,0.78766,2.6619,0.000614,0.000614,0.000614
37,198.143,1.73553,0.91523,2.13803,0.93988,0.88643,0.94337,0.4268,1.94315,0.76542,2.64834,0.0005744,0.0005744,0.0005744
38,203.404,1.74856,0.90204,2.12819,0.90757,0.91104,0.94238,0.4238,1.96402,0.75048,2.66729,0.0005348,0.0005348,0.0005348
39,208.61,1.70542,0.89338,2.12118,0.93341,0.86701,0.93782,0.42912,1.94177,0.76507,2.64624,0.0004952,0.0004952,0.0004952
40,213.823,1.73761,0.91327,2.13277,0.94379,0.87629,0.94771,0.4449,1.91422,0.77687,2.60847,0.0004556,0.0004556,0.0004556
41,219.784,1.7024,0.76478,2.35085,0.88029,0.90722,0.93151,0.42762,1.96751,0.77678,2.66453,0.000416,0.000416,0.000416
42,225.024,1.68239,0.73014,2.31926,0.95555,0.84536,0.93779,0.43414,1.94806,0.78817,2.644,0.0003764,0.0003764,0.0003764
43,230.242,1.67786,0.72127,2.32297,0.94906,0.89691,0.95579,0.45375,1.89947,0.75697,2.60983,0.0003368,0.0003368,0.0003368
44,235.638,1.64965,0.7151,2.30793,0.94514,0.89175,0.94509,0.44413,1.92768,0.75159,2.63657,0.0002972,0.0002972,0.0002972
45,240.927,1.63342,0.69192,2.29648,0.9238,0.87492,0.93531,0.42394,1.96371,0.75976,2.70558,0.0002576,0.0002576,0.0002576
46,246.165,1.62288,0.68955,2.29463,0.91635,0.90346,0.94652,0.42871,1.99241,0.73148,2.7041,0.000218,0.000218,0.000218
47,251.541,1.62469,0.68269,2.28514,0.951,0.90035,0.95055,0.4348,1.93082,0.71349,2.6751,0.0001784,0.0001784,0.0001784
48,256.842,1.61326,0.68498,2.26275,0.93517,0.89231,0.94719,0.43901,1.92938,0.71552,2.6615,0.0001388,0.0001388,0.0001388
49,262.14,1.5936,0.67167,2.2556,0.92997,0.91753,0.94911,0.4447,1.93113,0.71254,2.65366,9.92e-05,9.92e-05,9.92e-05
50,267.455,1.57877,0.65719,2.24183,0.94606,0.89691,0.94919,0.44436,1.9477,0.71699,2.67526,5.96e-05,5.96e-05,5.96e-05
