epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,350.512,1.94763,1.18604,0.93864,0.81531,0.82199,0.86582,0.36087,1.92461,1.00955,0.98992,0.0014852,0.0014852,0.0014852
15,375.947,1.93603,1.16059,0.94644,0.90503,0.79058,0.89572,0.38689,1.89596,0.95617,0.98148,0.0014456,0.0014456,0.0014456
16,400.594,1.95162,1.12286,0.95288,0.87794,0.82848,0.89133,0.38102,1.90703,0.97446,0.97928,0.001406,0.001406,0.001406
17,425.31,1.9118,1.10017,0.94133,0.88701,0.81675,0.88891,0.38278,1.87894,0.96886,0.96849,0.0013664,0.0013664,0.0013664
18,449.936,1.89894,1.05602,0.93034,0.8088,0.84163,0.84264,0.37078,1.87425,0.93978,0.97188,0.0013268,0.0013268,0.0013268
19,474.464,1.85396,1.09268,0.92076,0.79803,0.83246,0.85222,0.37553,1.91591,1.0126,0.97681,0.0012872,0.0012872,0.0012872
20,498.947,1.88533,1.06182,0.91606,0.87378,0.82723,0.87602,0.38358,1.87123,0.97571,0.98264,0.0012476,0.0012476,0.0012476
21,523.666,1.87295,1.0433,0.92488,0.90105,0.84293,0.88013,0.39294,1.83931,0.92301,0.97149,0.001208,0.001208,0.001208
22,548.449,1.86396,1.0072,0.91163,0.8098,0.86933,0.88723,0.41386,1.82769,0.92312,0.96923,0.0011684,0.0011684,0.0011684
23,573.186,1.83713,0.9885,0.91675,0.90029,0.78534,0.86384,0.37645,1.90487,0.97292,0.97412,0.0011288,0.0011288,0.0011288
24,598.206,1.81144,0.97056,0.91006,0.84243,0.85864,0.86537,0.40337,1.85199,0.93464,0.96146,0.0010892,0.0010892,0.0010892
25,623.013,1.80978,0.98286,0.90991,0.86336,0.87435,0.88363,0.39083,1.79963,0.94761,0.96283,0.0010496,0.0010496,0.0010496
26,647.635,1.81149,0.9534,0.92686,0.87425,0.83721,0.8875,0.40801,1.86175,0.9045,0.96314,0.00101,0.00101,0.00101
27,672.636,1.79895,0.94857,0.91308,0.86361,0.8288,0.90368,0.4183,1.78592,0.91304,0.94914,0.0009704,0.0009704,0.0009704
28,697.605,1.78207,0.93032,0.91521,0.87291,0.8377,0.8819,0.39862,1.81512,0.94244,0.95711,0.0009308,0.0009308,0.0009308
29,722.852,1.75684,0.92351,0.90705,0.89483,0.84636,0.90171,0.39348,1.84595,0.94457,0.95748,0.0008912,0.0008912,0.0008912
30,747.942,1.76117,0.93109,0.90352,0.88488,0.84514,0.9005,0.41562,1.7857,0.91512,0.94438,0.0008516,0.0008516,0.0008516
31,772.363,1.75193,0.90281,0.90099,0.87354,0.86794,0.87836,0.39611,1.81619,0.93555,0.95178,0.000812,0.000812,0.000812
32,796.984,1.75216,0.8865,0.90546,0.87668,0.85603,0.89674,0.40677,1.80182,0.90927,0.95044,0.0007724,0.0007724,0.0007724
33,821.653,1.77242,0.89904,0.91152,0.87633,0.85864,0.88926,0.40333,1.83265,0.87978,0.9613,0.0007328,0.0007328,0.0007328
34,846.252,1.7582,0.88076,0.90791,0.88018,0.86387,0.88582,0.39534,1.83987,0.87916,0.96311,0.0006932,0.0006932,0.0006932
35,870.807,1.73735,0.8608,0.90064,0.89928,0.84142,0.89789,0.4099,1.80757,0.88784,0.95267,0.0006536,0.0006536,0.0006536
36,895.468,1.6871,0.84472,0.89189,0.84232,0.87958,0.89489,0.41899,1.80226,0.8797,0.95043,0.000614,0.000614,0.000614
37,920.092,1.70696,0.84416,0.88782,0.82074,0.90576,0.89624,0.40056,1.812,0.90087,0.94998,0.0005744,0.0005744,0.0005744
38,944.53,1.69926,0.82652,0.89548,0.89897,0.8386,0.88883,0.4052,1.83601,0.90856,0.95771,0.0005348,0.0005348,0.0005348
39,969.286,1.66351,0.82572,0.88835,0.84801,0.84712,0.87622,0.41776,1.80636,0.8865,0.95346,0.0004952,0.0004952,0.0004952
40,994.019,1.67793,0.8148,0.89206,0.86933,0.86911,0.89336,0.41316,1.78145,0.87816,0.94584,0.0004556,0.0004556,0.0004556
41,1019.98,1.6527,0.82219,0.91934,0.84964,0.87435,0.90336,0.42166,1.76441,0.86055,0.94702,0.000416,0.000416,0.000416
42,1044.61,1.63973,0.79916,0.9114,0.86016,0.83729,0.88175,0.41129,1.78701,0.89416,0.94859,0.0003764,0.0003764,0.0003764
43,1069.44,1.60886,0.79429,0.90351,0.88829,0.8534,0.91774,0.43103,1.78226,0.85424,0.94425,0.0003368,0.0003368,0.0003368
44,1094.71,1.62447,0.79888,0.89878,0.88009,0.88382,0.9042,0.4272,1.75195,0.84578,0.94617,0.0002972,0.0002972,0.0002972
45,1119.37,1.61407,0.78186,0.91114,0.85996,0.86806,0.90605,0.41333,1.83798,0.86322,0.95216,0.0002576,0.0002576,0.0002576
46,1144.09,1.58307,0.77587,0.9088,0.8833,0.86911,0.92222,0.43248,1.7791,0.84774,0.94728,0.000218,0.000218,0.000218
47,1168.96,1.58232,0.76562,0.89868,0.87669,0.86387,0.90953,0.41668,1.82416,0.84428,0.94988,0.0001784,0.0001784,0.0001784
48,1193.68,1.56687,0.75456,0.90054,0.88597,0.84817,0.90758,0.42475,1.78619,0.84258,0.9477,0.0001388,0.0001388,0.0001388
49,1218.32,1.53805,0.74487,0.89724,0.87368,0.84293,0.89624,0.42555,1.76836,0.85501,0.94422,9.92e-05,9.92e-05,9.92e-05
50,1242.98,1.52109,0.7401,0.87852,0.87436,0.85864,0.90535,0.43282,1.75471,0.83053,0.94212,5.96e-05,5.96e-05,5.96e-05
