epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,342.393,1.93044,1.18411,0.96323,0.88648,0.82338,0.89851,0.39001,1.87561,0.99174,0.95137,0.0013268,0.0013268,0.0013268
19,360.978,1.96246,1.17076,0.96383,0.86598,0.83673,0.89585,0.38049,1.89948,0.99781,0.95753,0.0012872,0.0012872,0.0012872
20,379.691,1.91928,1.13163,0.94376,0.84684,0.86508,0.89485,0.3821,1.88239,0.97628,0.95927,0.0012476,0.0012476,0.0012476
21,398.472,1.95339,1.15683,0.94826,0.87185,0.85619,0.8928,0.37298,1.91186,0.98628,0.95252,0.001208,0.001208,0.001208
22,417.753,1.90152,1.12615,0.94019,0.87525,0.76871,0.87367,0.37982,1.89245,0.97559,0.95808,0.0011684,0.0011684,0.0011684
23,436.95,1.8986,1.09565,0.93108,0.88953,0.86395,0.91285,0.40944,1.84677,0.94772,0.94592,0.0011288,0.0011288,0.0011288
24,455.766,1.91701,1.08331,0.93508,0.84808,0.87346,0.89703,0.39554,1.87394,0.97037,0.95006,0.0010892,0.0010892,0.0010892
25,474.891,1.89637,1.0901,0.93545,0.8718,0.87894,0.91861,0.40057,1.81233,0.93174,0.93779,0.0010496,0.0010496,0.0010496
26,493.556,1.92025,1.05926,0.927,0.87197,0.90344,0.92544,0.41881,1.83952,0.89708,0.94101,0.00101,0.00101,0.00101
27,513.649,1.91634,1.0536,0.93833,0.91361,0.79592,0.86425,0.37269,1.93318,1.0011,0.95919,0.0009704,0.0009704,0.0009704
28,532.267,1.88179,1.02808,0.92519,0.85728,0.87415,0.89519,0.40174,1.82198,0.96022,0.94167,0.0009308,0.0009308,0.0009308
29,550.693,1.84093,1.02523,0.91529,0.88318,0.84861,0.91171,0.42071,1.8305,0.94307,0.93478,0.0008912,0.0008912,0.0008912
30,571.408,1.83792,0.98079,0.9145,0.84065,0.88776,0.91263,0.40819,1.86769,0.93673,0.94712,0.0008516,0.0008516,0.0008516
31,590.136,1.8673,0.98696,0.91785,0.87309,0.84694,0.90979,0.41085,1.86218,0.91714,0.94643,0.000812,0.000812,0.000812
32,609.106,1.79561,0.95638,0.91816,0.863,0.85705,0.8903,0.39762,1.89648,0.96108,0.95261,0.0007724,0.0007724,0.0007724
33,627.533,1.82783,0.95471,0.9162,0.87054,0.86918,0.90935,0.41676,1.85158,0.92301,0.9423,0.0007328,0.0007328,0.0007328
34,646.195,1.79039,0.93722,0.92131,0.8606,0.86395,0.90691,0.41554,1.85543,0.90797,0.94117,0.0006932,0.0006932,0.0006932
35,665.635,1.82435,0.93872,0.9216,0.87156,0.87415,0.89535,0.39828,1.86237,0.9192,0.9413,0.0006536,0.0006536,0.0006536
36,684.64,1.73115,0.90421,0.91401,0.88941,0.89456,0.9098,0.4151,1.85545,0.93369,0.93921,0.000614,0.000614,0.000614
37,705.556,1.77644,0.91122,0.92108,0.89805,0.83893,0.89385,0.42469,1.84586,0.93247,0.93746,0.0005744,0.0005744,0.0005744
38,724.291,1.75112,0.8983,0.90086,0.88887,0.88095,0.91341,0.41341,1.84866,0.89909,0.93603,0.0005348,0.0005348,0.0005348
39,742.675,1.7701,0.91028,0.91657,0.85897,0.88095,0.90632,0.42191,1.82197,0.88401,0.93693,0.0004952,0.0004952,0.0004952
40,761.426,1.70568,0.86888,0.89939,0.86886,0.86735,0.90699,0.42733,1.82067,0.92864,0.9335,0.0004556,0.0004556,0.0004556
41,783.012,1.74755,0.90424,0.93413,0.86597,0.85374,0.90613,0.42278,1.86052,0.9189,0.93396,0.000416,0.000416,0.000416
42,801.97,1.68205,0.85676,0.93151,0.86743,0.87075,0.90233,0.41612,1.81687,0.92923,0.93387,0.0003764,0.0003764,0.0003764
43,820.451,1.67792,0.87037,0.92611,0.87776,0.83045,0.90184,0.42304,1.86242,0.91883,0.93834,0.0003368,0.0003368,0.0003368
44,838.77,1.6883,0.8704,0.91963,0.88584,0.87075,0.91821,0.42493,1.84876,0.88704,0.93551,0.0002972,0.0002972,0.0002972
45,857.29,1.65942,0.86393,0.91283,0.86386,0.87075,0.90164,0.42477,1.83864,0.89471,0.93156,0.0002576,0.0002576,0.0002576
46,875.75,1.65361,0.8357,0.92724,0.86388,0.86349,0.89375,0.41635,1.88781,0.88743,0.93524,0.000218,0.000218,0.000218
47,894.206,1.65863,0.83352,0.91523,0.89144,0.86582,0.90442,0.43617,1.84638,0.87364,0.93358,0.0001784,0.0001784,0.0001784
48,912.653,1.60713,0.79663,0.91212,0.84555,0.87521,0.90053,0.43627,1.85131,0.89924,0.93597,0.0001388,0.0001388,0.0001388
49,931.342,1.58814,0.81526,0.9072,0.8998,0.84014,0.90715,0.4312,1.85898,0.88539,0.93576,9.92e-05,9.92e-05,9.92e-05
50,949.78,1.5883,0.79541,0.90436,0.87666,0.88095,0.9137,0.43577,1.85095,0.8818,0.93401,5.96e-05,5.96e-05,5.96e-05
