epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,302.513,1.94244,1.31511,0.97546,0.8462,0.74545,0.80232,0.31255,2.06053,1.03592,0.98803,0.0009308,0.0009308,0.0009308
29,312.992,2.02953,1.33911,1.00305,0.82428,0.81212,0.85413,0.3616,1.91648,1.01569,0.96383,0.0008912,0.0008912,0.0008912
30,323.706,1.94962,1.29223,0.98845,0.82628,0.77833,0.82506,0.32269,1.96201,0.99931,0.97679,0.0008516,0.0008516,0.0008516
31,334.238,1.92929,1.21968,0.98908,0.84074,0.81212,0.83239,0.33362,1.94985,1.0003,0.97078,0.000812,0.000812,0.000812
32,344.706,1.90737,1.17193,0.97661,0.83729,0.7697,0.82621,0.343,1.94604,1.01428,0.97449,0.0007724,0.0007724,0.0007724
33,355.372,1.87545,1.18122,0.97389,0.8291,0.79394,0.81819,0.32932,2.03669,1.01283,0.98504,0.0007328,0.0007328,0.0007328
34,365.96,1.91013,1.17553,0.96559,0.85862,0.81212,0.83354,0.31974,1.97373,1.08684,0.97001,0.0006932,0.0006932,0.0006932
35,376.437,1.87935,1.16205,0.95842,0.8202,0.80606,0.82413,0.32772,1.94563,1.04126,0.96867,0.0006536,0.0006536,0.0006536
36,387.049,1.84726,1.09137,0.9802,0.80917,0.77576,0.80034,0.32444,1.95848,1.05052,0.97456,0.000614,0.000614,0.000614
37,397.523,1.85292,1.08903,0.96431,0.86871,0.76192,0.8198,0.35023,1.88747,1.05224,0.95824,0.0005744,0.0005744,0.0005744
38,407.981,1.82836,1.0878,0.97338,0.79718,0.78182,0.78511,0.30188,2.01139,1.02616,0.97334,0.0005348,0.0005348,0.0005348
39,418.566,1.80732,1.06705,0.95387,0.89107,0.73939,0.79915,0.33228,1.95149,1.14208,0.96257,0.0004952,0.0004952,0.0004952
40,429.016,1.81149,1.1126,0.94187,0.8667,0.75152,0.81244,0.32747,1.94471,1.01051,0.95959,0.0004556,0.0004556,0.0004556
41,440.448,1.79868,1.18136,0.99504,0.78661,0.8303,0.83254,0.35276,1.95667,0.97404,0.96278,0.000416,0.000416,0.000416
42,451.325,1.79097,1.12379,0.98986,0.88879,0.75758,0.83545,0.34001,1.94979,1.01266,0.96552,0.0003764,0.0003764,0.0003764
43,462.007,1.79156,1.12269,0.97106,0.82464,0.79803,0.81791,0.33606,1.9432,1.03112,0.964,0.0003368,0.0003368,0.0003368
44,472.454,1.74614,1.1026,0.96783,0.89152,0.75758,0.82187,0.33724,1.94901,1.05012,0.96545,0.0002972,0.0002972,0.0002972
45,483.178,1.76651,1.10801,0.97788,0.85261,0.73939,0.79671,0.34857,1.93217,1.04716,0.95625,0.0002576,0.0002576,0.0002576
46,493.707,1.69648,1.05994,0.97018,0.84039,0.76586,0.81349,0.3442,1.96498,1.03704,0.96475,0.000218,0.000218,0.000218
47,504.292,1.70163,1.04437,0.97065,0.85954,0.76364,0.82668,0.34818,1.92804,1.05607,0.96075,0.0001784,0.0001784,0.0001784
48,515.034,1.6982,1.00516,0.96311,0.87645,0.75758,0.81513,0.35298,1.95209,1.04904,0.95962,0.0001388,0.0001388,0.0001388
49,525.597,1.682,1.006,0.96014,0.87202,0.76364,0.82494,0.35519,1.94914,0.99003,0.9588,9.92e-05,9.92e-05,9.92e-05
50,536.003,1.64391,1.00561,0.95323,0.82513,0.79394,0.82639,0.35026,1.96201,0.99476,0.96188,5.96e-05,5.96e-05,5.96e-05
